book,chapter,verse,spanish,nasa_yuwe
MAT,17,11,"“Es cierto que Elías viene a poner cada cosa en su lugar,","Jesusa' na'wẽk pta'sx: —Isa, Elias khuẽ'y yuh yaçte pa'jwa'jsa yu'k, aça' isa yuh pta'sxi'ne'ta."
MAT,17,12,"pero déjenme decirles que Elías ya vino y sin embargo la gente no reconoció quién era él. Hicieron con él todo lo que quisieron. De la misma manera, el Hijo del hombre también sufrirá en manos de ellos”.","Adxa' na'jĩ'th na', Eliasa' yaçte pa'jyujk. Txã'wẽtewa nasa' jiyumeeçxa, txã'sa' kĩjkĩhwa yũutx. Aça' Dxus Nçxi'k Nasa Yuusáawa wala pkxuuni yuuna txãawe'sx kusetey jĩk."
MAT,17,13,Entonces los discípulos se dieron cuenta de que Jesús se estaba refiriendo a Juan el Bautista.,Aça' Pedrowe'sxa' jiyutx Jesusa' Juan Bautistana yajkxçxa we'weçtewa. Teeçx luuçx wẽeçxpa'jsa's Jesus nuykatxhini (Mr 9.14-29; Lk 9.37-43)
MAT,17,14,"Cuando se aproximaban a la multitud, un hombre llegó y se arrodilló delante de Jesús.","Txajũ' txãawe'sxa' sxawedna kĩjaçte', nasa wala pkhaakhena ũsu'tx. Aça' teeçx piçthẽ'j Jesus tasxte peejxũkwena kũhçxa', na'wẽk pxthaa we'we:"
MAT,17,15,"“Señor, por favor, ten misericordia de mi hijo”, le dijo. “Él se vuelve loco y sufre ataques tan terribles que a veces hasta se lanza al fuego o al agua.","—Adx nçxi'ka's meen peeygãh, wẽeçxpa'jçxa iiméh seena' pxthaa yuuna ũsa'. Maa enteya' ipxkhẽwa khẽje'k, sa' yu'khẽwa khẽje'k."
MAT,17,16,Lo traje ante tus discípulos pero ellos no pudieron sanarlo”.,"Aça' idx yakh u'jusawe'sx tasxte jxũna kũhtewa, nuykatxhiya' ãjameeta' jĩte',"
MAT,17,17,"“¡Este pueblo se niega a confiar en mi, y todos están corruptos!” respondió Jesús. “¿Cuánto tiempo más tengo que permanecer aquí con ustedes? ¿Cuánto tiempo más tendré que aguantarlos? ¡Tráiganmelo aquí!”","Jesusa' na'jĩnak pas: —Dxusa' pu'çxhina sũhwa'j yu'sa' ji'phmeesata' naa nasa'. ¿Bagaçxpkaçx i'kwe'sx yakh pu'çxna ũs ya'watka? ¿Bagaçxpkaçx ãjamée fxi'ze ya'wakwe? Luuçxa's ayte mneejxũhwe jĩte',"
MAT,17,18,"Jesús confrontó al demonio y éste salió del joven, y quedó sano de inmediato.","jxũna kũjuçpkaçxha', Jesusa' eçxa's juuna' we'weçxa kutxi'kh luuçx ũusu, aça' txãa dudtey katxhinik neeyũu."
MAT,17,19,"Después de esto, los discípulos vinieron a Jesús en privado y le preguntaron: “¿Por qué nosotros no pudimos sacarlo?”","Jesus yakh u'jusawe'sxa' Jesusa'sçxáa fxii pa'yaçxa, na'jĩnatx pẽjx: —Kwe'sxa' ¿kĩh yũuçxakxtha'w eçxa's kutxi'jya' ãjamée? jĩte',"
MAT,17,20,"“Porque ustedes no creen lo suficiente”, les dijo Jesús. “Les digo que aún si la confianza de ustedes fuera tan pequeña como una semilla de mostaza, ustedes podrían decir a esta montaña ‘muévete de aquí para allá,’ y esta se movería. Nada sería imposible para ustedes”.","Jesusa' pta'sxku: —Dxusa' pu'çxhina sũhwa'j yuuçxá's yaakxpa'gamée i'kwe ãjamée. Isath we'we', Dxusa' pu'çxhina sũhwa'ja's mostasa fxiw na'wẽ le'çxkuẽesaçxáawa ji'phwaça', naa vxiç wala's we'weni yakhçxáa fxiite ki'pxa' ãjane'kwe. Dxusa' pu'çxhina sũhwa'j yuuçxá's yajkxwaça', i'kwe'sx yakha' kĩh yuhwa thẽysameena."
MAT,17,22,"Mientras caminaban por Galilea, Jesús les dijo: “El Hijo del hombre será traicionado y la gente tendrá poder sobre él.","Txajũ' Galilea kiwete ũsçxa', Jesusa' txãa yakh u'jusawe'sxtxi' pta'sxku: —Dxus Nçxi'k Nasa Yuusa's nasa ewmeesa kusete dukhni yuuwa'ja'."
MAT,17,23,"Lo matarán, pero el tercer día, él se levantará de nuevo”. Los discípulos se entristecieron.","Aça' ikhetxna, nawa tekh ente' ki' ĩtxi yuuna jĩna pta'sxte', txãawe'sxa' wala nxustxi. Dxuus yatpa'ga vxyu dukhni"
MAT,17,24,"Cuando llegaron a Capernaúm, los que estaban encargados de recolectar el impuesto de medio siclo en el Templo, vinieron donde estaba Pedro y le preguntaron: “Tu maestro paga el medio siclo, ¿no es así?”","Jesusa' txãa yakh u'jusawe'sx yakh Kapernaum çxhabte pa'the', dxuus yattewe'sx vxyuu pkhakhsawe'sxa' Pedro's thegya' u'jçxa na'wẽtx pẽjx: —I'kwe'sxtxi kaapiya'jsa' ¿dukheçmeewá' dxuus yattewe'sx vxyu's? jĩte',"
MAT,17,25,"“Si, por supuesto”, respondió Pedro. Cuando regresó donde estaban todos, Jesús se anticipó al hecho. “¿Qué piensas tu, Simón?” le preguntó Jesús. “¿Acaso los reyes de este mundo le cobran los impuestos a sus propios hijos o a los otros?”","Pedro we'weçxa': —Dukhe'íik jĩnak pas. Sa' Pedro' Jesus ũsni yatte kũjuçpkaçxha', Jesusa' na'jĩnak we'we: —Simon, idxa' ¿maa sũju'ga? Naa kiwete jxkaahsawe'sxa' vxyu kaapkhakhe'jçxa', ¿kimtxi pẽywa'ja' jĩ'ta? ¿Jxkaahsa ji'jwe'sxwa dukhe'ta', meeçxa' txãa ji'jmée ekajuwe'sxçxáa wá'nta dukhe'? jĩte',"
MAT,17,26,"“A los otros”, respondió Pedro. Entonces Jesús le dijo: “En ese caso, los hijos están excentos.","Pedro' na'wẽk pas: —Ekajuwe'sxçxáatx dukhe' jĩk. Aça' Jesusa' na'wẽk we'we: —Txã'wẽyã'the', jxkaahsa ji'jwe'sxa' dukhwa'jsameeta'."
MAT,17,27,"Pero para no ofender a nadie, ve al lago y saca un pez con un anzuelo. Saca el primer pez que atrapes, y cuando abras su boca encontrarás una moneda estatera. Toma la moneda y paga por ti y por mi”. < 17 >","Nawa kim yuhtxwa kaaũusçxa'jya'mée idxa' u'jçxa ĩkhwalate wedx yũhza's akhene'ga, sa' nyafxte wedx kãasa's kaawayi'jçxa uyuune'ga teeçx vxyu ji'phna. Txãa yakh dukhene'ga adx pa'gate vxite' iidx pa'gate yã'jçxa jĩk. < 17 >"
MAT,18,1,"En esos días los discípulos vinieron a Jesús, y le preguntaron: “¿Quién es el más grande en el reino de los cielos?”","Txãa ensu' Jesus yakh u'jusa docesawe'sxa' txajx tasxte utxaaçxa na'wẽtx pẽjx: —Naa kiwete Dxus jxkaajxa' kĩi ente' ¿maa wejx jxthaakwe walasakxtha'w? jĩte',"
MAT,18,2,Jesús llamó a un niño pequeño. Puso al niño de pie frente a ellos.,Jesusa' teeçx luuçxkuẽ's pa'yaçxa txãawe'sx ksxavxyte txahçxa
MAT,18,3,"“Les digo la verdad: a menos que cambien su manera de pensar y se vuelvan como niños pequeños, nunca entrarán en el reino de los cielos.","na'wẽk we'we: —Isath we'we', i'kwe'sxa' iiwejçx yaakxni's nvxihtçxa naa luuçx na'wẽ yuumeeçxa yu', Dxus jxkaahna ũsnite u'kaya' ãjameene'kwe."
MAT,18,4,"Pero cualquiera que se humilla y se vuelve como este niño, ese es el más grande en el reino de los cielos.","Txã'wẽ kĩhtewa ãhmeekwesa naa luuçx na'wẽ yuusa yuuçxáa, Dxus jxkaahna ũsnite' maatewa jxthaakwe walasa yuuna."
MAT,18,5,"Cualquiera que acepta a un niño como este en mi nombre, me acepta a mí.",Maa nasawa adxna jxpa'gaççxa ma'wẽ weçxana jxpa'gatx txã'wẽy weçxana naa luuçxkuẽ na'wẽsatx jxpa'gana txã' adxna jxpa'gasa yuuna. Pkalte kweete'jya'mée jxpa'yakxwa'ja' (Mr 9.42-48; Lk 17.1-2)
MAT,18,6,"Pero cualquiera que hace pecar a uno de estos niños que cree en mí, sería mejor que atase a su cuello una piedra de moler y se lance a las profundidades del mar.","Adxna jxpa'gasa ãhmeekwesatx maawa pkalte kweete'jsa's txhikhte skuutxh ũ'khni kweta's tudçxa ĩkh wala dxiikhẽ akhwaççxáa, wejx ewna."
MAT,18,7,"“¡Cuán grande es el desastre que sobrevendrá en el mundo por todas sus tentaciones a pecar! ¡Las tentaciones ciertamente vendrán, pero será un desastre para la persona por quien viene la tentación!",Naa kiwete ewmeesa' bagaçxtewa nes yuutxna. Nawa naa kiwete ewmeesa yakha' seena' yuh ũukhũukha'. Sa' maawa txã'wẽ pkalte kweete'jena txãa yu' weh yuhwa iyumeena.
MAT,18,8,"Si tu mano o tu pie te hacen pecar, córtalo y bótalo. Es mejor que entres a la vida eterna siendo paralítico o cojo, que tener dos manos o dos pies y ser lanzado al fuego eterno.","Txãa pa'ga iidx kuse ma'k yuu meeçxa' iidx çxida ma'k yuu nawa txã'wẽ pkalte kweete'jpçxãh yuuçte', txã'sa' spẽ'thçxa mwãatah. Txã'wẽ pçuwa'jmée ipx walate e'z kuse e'z çxida ji'ph akhni yuu na'wẽ', wejxwa pçumée ĩtxi fxi'zewa'the çxida ji'phmée legkuẽçxáawa kxtee u'kani wejx ewa'."
MAT,18,9,"Si tu ojo te hace pecar, sácalo y bótalo. Es mejor que entres a la vida eterna con un solo ojo que tener dos ojos y ser lanzado al fuego de Gehena.","Iidx yafx txã'wẽ pkalte kweete'jpçxãh yuuçte', kutxi'jçxa mwãatah. Infxierno ipxte e'z yafx ji'ph ũs na'wẽ', wejxwa pçumée ĩtxi fxi'zewa'the teeçx yafx yakhçxáawa u'kani wejx ewa'. Piisxáa vxitusa yakh kaaja'da'jni (Lk 15.3-7)"
MAT,18,10,Asegúrense de no menospreciar a estos pequeños. Yo les digo que en el cielo sus ángeles siempre están con mi Padre celestial.,Naawe'sx ãhmeekwesa maa yuhtxwa açenuwe. Na'jĩ'th na': naawe'sxtxi pi'kxna u'jusa angeleswe'sxa' cielute adx Tata tasxte nes yuusaata'.
MAT,18,12,"¿Qué piensan ustedes? Si un hombre tiene cien ovejas y una de ellas se pierde, ¿acaso no dejará él las noventa y nueve en la colina e irá en búsqueda de la que está perdida?","I'kwe'sxwaççxáawa ¿na'wẽ yũumeema'kwe? Cien piisxáa ji'phçxa', teeçxsa' vxitute', nowenta y nwewesatx vxiçsũ nvxihtçxa piisxáa vxitusa's pakweya' ¿u'jmeema'kwe?"
MAT,18,13,"Y si la encuentra, yo les digo que ese hombre se regocija más por esa oveja que por las noventa y nueve que no se perdieron.","Sa' uyçxa', vxite vxitusamée nowenta y nwewesate jxthaakwe peeygãhna weçxaane'kwe."
MAT,18,14,"De la misma manera, mi Padre celestial no quiere que ninguno de estos pequeños se pierda.",Txã'wẽy i'kwe'sx Tata cielute ũssawa teeçxçxáa yuhwa vxitu jxthãasu'çme' naawe'sx ãhmeekwesatewa. Peekx yakhthẽ'ja's maz us peltunãywa'j yuukx (Lk 17.3)
MAT,18,15,"“Si un hermano peca contra ti, ve y muéstrale el error a él, solo entre ustedes dos. Si te escucha, habrás convencido a tu hermano.","Iidx yakhthẽ'j idxa's ewmée yũute', txã'sçxáan pa'yaçxa mkaajiyu'j ewmée yũuni's. Iidx we'weni's nwẽese'jewáana aça' iidx yakhthẽ'j yakh kxtee yuwe ewuune'ga."
MAT,18,16,"Pero si no escucha, entonces lleva contigo a una o dos personas, para que con dos o tres testigos pueda confirmarse la verdad.","Nawa nwẽese'jmeewáana aça' testigo teeçx meeçxa' e'z txahçxa txãawe'sx dxi'pte we'wene'ga, kxah txãa e'z testigosa' jiyutxna iidx yuwe ewuuya' pa'pçxuni's."
MAT,18,17,"Si aun así él se niega a escucharte, entonces dilo a la iglesia. Si se niega a escuchar a la iglesia, entonces trátalo como a un extranjero y recaudador de impuestos.","Txãa e'z testigo dxi'pte nwẽese'jmeete', dxuus yatte jxkaahsawe'sxtxi mpeeta'sx. Aça' txãawe'sxtxiwa nwẽese'jmeeçxa', yakhthẽ'j na'wẽmée Dxusna jiimeesa na'wẽçxáa nvxiitni yuuna."
MAT,18,18,"Les digo la verdad: todo lo que prohíban en la tierra será prohibido en el cielo, y todo lo que permitan en la tierra, será permitido en el cielo.","Isath we'we': I'kwe'sxa' yuwetxi's naa kiwete pheu'the', cielutewa Dxus dxi'pte pheu'jni yuutxna. Nawa i'kwe'sxa' yuwetxi's pheu'jmeete', cielutewa Dxus dxi'pte pheu'jnimée yuutxna."
MAT,18,19,"“También les digo que si dos de ustedes se ponen de acuerdo aquí en la tierra acerca de algo por lo que están orando, entonces mi Padre celestial lo hará por ustedes.","Na'jĩ'th na': I'kwe'sx kĩh yũune'jçxawa e'zsaçxáawa txã'wẽ yuute ewna jĩna puutx we'weçxa, Dxusa's pi'kine'kwe ma'wẽ yuuwa'ja'swa aça' adx Tata cielute ũssa' kxtey yuuna."
MAT,18,20,"Porque donde dos o tres se reúnen en mi nombre, allí estoy con ellos”.","Txãa pa'gatey e'z ma'tx yuu meeçxa' tekh ma'tx yuu nawa adxa's yajkxna pkhaakheçxa ũste', adxa' txãawe'sx ksxavxyte ũswa'jsath jĩk."
MAT,18,21,Entonces Pedro vino donde estaba Jesús y le preguntó: “¿Cuántas veces debo perdonar a mi hermano por pecar contra mi? ¿Siete veces?”,"Txajũ' Pedro' Jesus tasxte utxaaçxa', na'jĩnak pẽjx: —Yakhthẽ'j adxa's ewmée yũusa's ¿maz us peltunãywa'j yuukx, meeçxa' sietepkaçxçxáa ewmanx? jĩte',"
MAT,18,22,"“No, siete veces no. ¡Yo diría hasta setenta veces siete!” le dijo Jesús.",Jesusa' na'wẽk pta'sx: —Sietepkaçxçxáa ewna jĩya'wameeth. Sietesaçxaçxáa setenta ãhpkaçx peltunãywa'ja' jĩk. Selpisáa peltunãyya' wa'lsa yakh kaaja'da'jni
MAT,18,23,“Por eso el reino de los cielos es como un rey que quería saldar cuentas con los siervos que le debían dinero.,"Txãa pa'gatey Dxus jxkaahwa'j en ãhte', na'wẽ yuuna: Teeçx jxkaahsa' txã'sna selpisaawe'sx yuultxi pẽyiçku yu'."
MAT,18,24,"Cuando comenzó a saldar cuentas, fue presentado delante de él un siervo que le debía diez mil talentos.","Yuulsatx teeçxsa na'wẽçxah pẽjxna u'jweçpkaçxha', teeçx jxũna kũhtx iiméh seena' wala yuulsana."
MAT,18,25,"Como este hombre no tenía dinero para pagar, su amo dio la orden de venderlo, junto con su esposa, sus hijos y todas sus posesiones para poder pagar la deuda.","Txãa selpisa' kĩh yakh yuhwa dewewa'j ji'phmeek yu'. Aça' patrona' txãa yuulsa's txweykaakh txajx nyu, txajx luuçx, txajx ji'phuni yã'jçxa jxuka txãa yuula's dewewa'j."
MAT,18,26,"El siervo se arrodilló y le dijo a su amo: ‘¡Por favor, ten paciencia conmigo! ¡Yo lo pagaré todo!’","Txajũ' selpisa' patron tasxte peejxũkweçxa pxthaa we'wek: Adxa's meen peeygãh. Txãa yuula's jxuka dukhe'nja jĩte',"
MAT,18,27,"El amo tuvo misericordia del siervo, lo liberó y canceló la deuda.",patrona' peeygãhna yuula's peltunãyçxa ewte nvxihtku.
MAT,18,28,"Pero cuando ese mismo siervo salió de allí, se encontró con uno de sus consiervos que le debía apenas cien denarios. Lo tomó por el cuello y ahorcándolo, le decía: ‘¡Págame lo que me debes!’","Nawa txãa peltunãynisa' kasehna u'jçxa', vxite selpisáa txã'sna walameekuẽ yuulsa'sku uy, sa' txhikhte uweçxa ikheçku yu': Adxna yuulgu txã'sna mdukh jĩna."
MAT,18,29,"Su consiervo se lanzó a los pies de este hombre y le rogó: ‘¡Por favor, sé paciente conmigo! ¡Yo te pagaré!’","Txajũ' txãa yuulusa' peejxũkweçxa na'jĩnak pxthaa we'we: Adxa's meen peeygãh, jxuka dukhe'nja jĩtewa,"
MAT,18,30,"Pero el hombre se negó, y fue y puso a su consiervo en prisión hasta que le pagara lo que le debía.",kxtey yuumée wejxwa karcelna jxũna u'jçxa kxtee txajk txãa yuula's dukhpkaçx.
MAT,18,31,"“Cuando los otros siervos vieron lo que había pasado, se aturdieron y estaban molestos. Fueron a decirle a su amo todo lo que había ocurrido.","Txã'wẽ yuuçte vxite selpisaawe'sx uyçxa', wala nxustxi. Sa' u'jçxa pta'sxtxi txã'wẽ ewmée yũusáa patrona's."
MAT,18,32,Entonces el amo volvió a llamar a aquél hombre y le dijo: ‘¡Siervo malo! Te perdoné toda la deuda porque me rogaste que te perdonara.,"Aça' patrona' ewmée yũusa's pa'yaçxa na'wẽk we'we: Selpisáa peethãhwe, adxa' iidx yuula's jxuka peltunãythu, pxthaag we'we txãa pa'ga."
MAT,18,33,"¿Acaso no deberías haber sido misericordioso con tu consiervo también, así como yo lo fui contigo?’","Aça' idxwa txã'wẽy idxna yuulusa's peeygãhna peltunãywa'j ji'phgu, adxwa ma'wẽtka peeygãh idxa's txã'wẽy jĩçxa',"
MAT,18,34,Su amo se enojó y lo entregó a los carceleros hasta que pagase toda la deuda.,"txãa patrona' wala ũusaçxaçxa, kastigãykaakh yuula's jxuka dukhpkaçx."
MAT,18,35,Esto es lo que mi Padre celestial hará con cada uno de ustedes a menos que con sinceridad ustedes perdonen a sus hermanos”. < 18 >,"Txã'jĩçxa', Jesusa' na'wẽk pta'sx: —Teeçxsa na'wẽçxah ũusuh jxuka peltunaĩmeewá'kwe i'kwe'sx yakhthẽ'jwe'sxtxi, aça' adx Tata cielute ũssawa txã'wẽy kastigaĩna i'kwe'sxtxi' jĩk. < 18 >"
MAT,19,1,"Cuando Jesús terminó de hablar se fue de Galilea y se dirigió a la región de Judea, al otro lado del Jordán.","Txã'wẽ we'wena jxã'jçxa', Jesusa' Galileaju kasehna u'jçxa Judea kiwesu Jordan yu'kutetek pa'j."
MAT,19,2,"Grandes multitudes le seguían, y él sanaba a los que allí estaban enfermos.","Kxte ũste', nasa wala pa'jtx, aça' nuykatxhik ãça'satx."
MAT,19,3,Entonces ciertos fariseos vinieron para probarlo. “¿Se le permite a un hombre divorciarse de su esposa por cualquier razón?” le preguntaron.,"Naapkaçxha' fxariseowe'sx maaíi yu' Jesus tasxte utxaana kũhçxa na'wẽtx pẽjx, pasya' sxiigte' ewmée vxit-ya' sũhçxa: —Ptamsaçxawa, nyu kĩjkuẽçxáa ãhmée yũuteçxáa txãapa'ga wãatahte ¿ewmanx? jĩte',"
MAT,19,4,"Jesús respondió: “¿No han leído que Dios, quien creó a las personas en el principio, los creó hombre y mujer?",Jesusa' na'wẽk pas: —I'kwe'sxa' ¿Dxus librute iilẽeymeewá'kwe? Kxtee we'weçxa': Dxusa' nyafxiitey e'zíitx ja'daçxajk vxit piçthẽ'j petx u'y yã'jçxa.
MAT,19,5,"Entonces dijo: ‘Esta es la razón por la cual el hombre se irá de donde su padre y su madre y se unirá a su esposa, y entonces los dos se convertirán en uno’.","Txãa pa'ga piçthẽ'ja' peekx neywe'sx tasxu txuteeçxa peekx nyu yuuwa'jsa yakh utxaawa'jsa', txã'wẽ e'zçxawa teeçxsaçxáa na'wẽ yuuna pa'jya' jĩ'k Dxus librute'."
MAT,19,6,"Ahora no son dos, sino uno. Lo que Dios ha unido, nadie debe separarlo”.","Txã'wẽ yũunijũ', e'zmée teeçxçxáak yuuna pa'ja'. Txãa pa'ga Dxus pũpxçxa nvxiitniijũ' ptamsayã'ja' txuteewa'jsameeta'."
MAT,19,7,“¿Entonces por qué Moisés entregó una ley que dice que un hombre puede divorciarse de su esposa entregándole un certificado de divorcio escrito y despidiéndola?” le preguntaron.,"Txã'jĩte', na'wẽtx pẽjx: —Txã'wẽte', Moisesa' ¿kĩjxa'ga peekx nyu yakh txuteeçxa eç vxitçxa nyu's ũsçxa txuteewa'ja' jĩna jxkaaja'? jĩte',"
MAT,19,8,"“Por la actitud insensible de ustedes, Moisés les permitió divorciarse de sus esposas, pero no era así al comienzo”, respondió Jesús.",Jesusa' na'wẽk pas: —I'kwe'sx txã'wẽ Dxus jxkaahni's nwẽese'jmeeçxa nyu yakh txuteena fxi'zepa'ga íiçxáak Moisesa' txã'wẽ yũuwa'ja's nvxiht. Nawa txã'wẽ yũuwa'ja's nyafxiitey Dxus nvxiitnisa yu'çme'.
MAT,19,9,"“Les digo que cualquiera que se divorcia de su esposa – a menos que sea por inmoralidad sexual –, y luego se casa con otra mujer, comete adulterio”.","Adxa' na'jĩ'th na': Nyu txã'wẽ vxite piçthẽ'j yakh pkal yuuna fxi'zesameete wáa nyu's wãatahçxa vxite u'y yakh ptamuuna na' txã'wẽ vxite yakh ptamuupa'ga pkal kazx yuusáa yuuna. Meeçxawa nmi' wãataanisa u'y yakh maawa ptamuuna na' txã'wẽ u'y wãataanisa yakh ptamuupa'ga pkal kazx yuusaaíiçxáa yuuna jĩte',"
MAT,19,10,"“¡Si esa es la situación entre el esposo y la esposa, es mejor no casarse!” respondieron sus discípulos.","Jesus yakh u'jusawe'sxa' na'wẽtx we'we: —Txã'wẽte', ptamumée fxi'zeni wejx ewna jĩtx."
MAT,19,11,"“No cualquiera puede aceptar esta instrucción, solo aquellos a quienes se les da”, les dijo Jesús.","Aça' Jesusa' na'wẽk pas: —Txã'wẽ yuja', nawa jxukay yu' ptamumée fxi'zeya' ãja'çmeeta', naasáa kimnane' Dxusa' ptamumée fxi'zewa'ja's nvxiht txãaçxáa ptamumée fxi'zeya' ãjana, vxite' ptamumée Dxusçxáana selpiina fxi'zewa'jsata'."
MAT,19,12,"“Algunos nacen siendo eunucos, algunos se vuelven eunucos por causa de otros hombres, y otros deciden ser eunucos por causa del reino de los cielos. Los que aceptan hacerlo, deben aceptar tal enseñanza”.","Na'wẽsa yu' ptamumée fxi'zeya' ãja'tx: Maaíi yu' ptamumée fxi'zeya' upxsatxna, aça' vxitetxi's naa kiwete piçthẽ'jwe'sx íiçxáatx ptamumée fxi'zewa'ja's vxitu', aça' vxite' ptam yuumée Dxusçxáana selpiina fxi'zewa'jsata'. Ptamumée fxi'zeya' ãjasa', ptamumée fxi'zetxna jĩk. Luuçxkuẽtx Jesus bedekĩyni (Mr 10.13-16; Lk 18.15-17)"
MAT,19,13,Entonces la gente traía niños pequeños delante de él para que los bendijera y orara por ellos. Pero los discípulos les decían que no lo hicieran.,"Txajũ' Jesus tasxte luuçxkuẽ nuypa'jtx, luuçx dxikthesu peekizeçxa Dxus kusete neewe'wekahn. Nawa Jesus yakh u'jusawe'sxa' ũusçxa we'wetx nuypa'jsatx."
MAT,19,14,Pero Jesús dijo: “Dejen que los niños vengan a mi. No se lo impidan. ¡El reino de los cielos pertenece a quienes son como ellos!”,"Aça' Jesusa' na'wẽk we'we: —Luuçxkuẽ adx tasxte yuusaatxi' kuçx yupnuwe, txãa pa'gatey cielute Dxus jxkaahna ũsnisa' naa luuçxkuẽwe'sx na'wẽsa jĩi íiçxá'."
MAT,19,15,Entonces él puso sus manos sobre ellos para bendecirlos y luego se fue.,"Txã'jĩçxa', luuçxkuẽwe'sx dxikthesu peekizeçxa Dxus kusete neewe'weçxa', txajũ u'kh. Piçtakx wala ji'phsa Jesus yakh puutx we'weni (Mr 10.17-31; Lk 18.18-30)"
MAT,19,16,"Un hombre vino a Jesús y le dijo: “Maestro, ¿qué cosas buenas debo hacer para recibir vida eterna?”","Txãa e'su' teeçx piçtakx Jesus tasxte pa'jçxa na'wẽk pẽjx: —Kaapiya'jsa wala ewsa, mpeeta'sx. ¿Kĩh ew yũuçxa pçumée ĩtxi fxi'zewa'ja's ji'phuki'th? jĩte',"
MAT,19,17,"“¿Por qué me preguntas a mi lo que es bueno?” respondió Jesús. “Solo hay uno que es bueno. Pero si quieres tener vida eterna, entonces guarda los mandamientos”.","Jesus pasçxa': —¿Kĩh yuupa'gaga adxa's ewsa jĩ'? Ew yũusa' teeçx yuuçxáa ũsa' txã' Dxusa'. Aça' pçumée ĩtxi fxi'zewa'ja's ji'phu wẽeçxa', Dxus jxkaahnitxi' kxtey myuu jĩte',"
